Search Key,Name,Description,Account Type,Account Sign,Document Controlled,Summary Level,Default Account,Parent_Value,Element Level,Operands,Show Value Condition,Title Node
2734,COSTOS DE EXPLORACION Y DESARROLLO     ,COSTOS DE EXPLORACION Y DESARROLLO     ,ASSET,DEBIT,N,Y,,273,C,,Algebraic,N
27341,COSTO         ,COSTO         ,ASSET,DEBIT,N,Y,,2734,C,,Algebraic,N
27341001,COSTO         ,COSTO         ,ASSET,DEBIT,N,N,,27341,S,,Algebraic,N
27342,REVALUACION,REVALUACION,ASSET,DEBIT,N,Y,,2734,C,,Algebraic,N
27342001,REVALUACION,REVALUACION,ASSET,DEBIT,N,N,,27342,S,,Algebraic,N
2735,"FORMULAS, DISENIOS Y PROTOTIPOS      ","FORMULAS, DISENIOS Y PROTOTIPOS      ",ASSET,DEBIT,N,Y,,273,C,,Algebraic,N
27351,COSTO         ,COSTO         ,ASSET,DEBIT,N,Y,,2735,C,,Algebraic,N
27351001,COSTO         ,COSTO         ,ASSET,DEBIT,N,N,,27351,S,,Algebraic,N
27352,REVALUACION,REVALUACION,ASSET,DEBIT,N,Y,,2735,C,,Algebraic,N
27352001,REVALUACION,REVALUACION,ASSET,DEBIT,N,N,,27352,S,,Algebraic,N
2736,RESERVAS DE RECURSOS EXTRAIBLES      ,RESERVAS DE RECURSOS EXTRAIBLES      ,ASSET,DEBIT,N,Y,,273,C,,Algebraic,N
27361,COSTO         ,COSTO         ,ASSET,DEBIT,N,Y,,2736,C,,Algebraic,N
27361001,COSTO         ,COSTO         ,ASSET,DEBIT,N,N,,27361,S,,Algebraic,N
27362,REVALUACION,REVALUACION,ASSET,DEBIT,N,Y,,2736,C,,Algebraic,N
27362001,REVALUACION,REVALUACION,ASSET,DEBIT,N,N,,27362,S,,Algebraic,N
2739,OTROS ACTIVOS INTANGIBLES       ,OTROS ACTIVOS INTANGIBLES       ,ASSET,DEBIT,N,Y,,273,C,,Algebraic,N
27391,COSTO         ,COSTO         ,ASSET,DEBIT,N,Y,,2739,C,,Algebraic,N
27391001,COSTO         ,COSTO         ,ASSET,DEBIT,N,N,,27391,S,,Algebraic,N
27392,REVALUACION,REVALUACION,ASSET,DEBIT,N,Y,,2739,C,,Algebraic,N
27392001,REVALUACION,REVALUACION,ASSET,DEBIT,N,N,,27392,S,,Algebraic,N
274,ACTIVOS BIOLOGICOS        ,ACTIVOS BIOLOGICOS        ,ASSET,DEBIT,N,Y,,27,C,,Algebraic,N
2741,ACTIVOS BIOLOGICOS EN PRODUCCION      ,ACTIVOS BIOLOGICOS EN PRODUCCION      ,ASSET,DEBIT,N,Y,,274,C,,Algebraic,N
27411,VALOR RAZONABLE        ,VALOR RAZONABLE        ,ASSET,DEBIT,N,Y,,2741,C,,Algebraic,N
27411001,VALOR RAZONABLE        ,VALOR RAZONABLE        ,ASSET,DEBIT,N,N,,27411,S,,Algebraic,N
27412,COSTO         ,COSTO         ,ASSET,DEBIT,N,Y,,2741,C,,Algebraic,N
27412001,COSTO         ,COSTO         ,ASSET,DEBIT,N,N,,27412,S,,Algebraic,N
27413,COSTOS DE FINANCIACION       ,COSTOS DE FINANCIACION       ,ASSET,DEBIT,N,Y,,2741,C,,Algebraic,N
27413001,COSTOS DE FINANCIACION       ,COSTOS DE FINANCIACION       ,ASSET,DEBIT,N,N,,27413,S,,Algebraic,N
2742,ACTIVOS BIOLOGICOS EN DESARROLLO      ,ACTIVOS BIOLOGICOS EN DESARROLLO      ,ASSET,DEBIT,N,Y,,274,C,,Algebraic,N
27421,VALOR RAZONABLE        ,VALOR RAZONABLE        ,ASSET,DEBIT,N,Y,,2742,C,,Algebraic,N
27421001,VALOR RAZONABLE        ,VALOR RAZONABLE        ,ASSET,DEBIT,N,N,,27421,S,,Algebraic,N
27422,COSTO         ,COSTO         ,ASSET,DEBIT,N,Y,,2742,C,,Algebraic,N
27422001,COSTO         ,COSTO         ,ASSET,DEBIT,N,N,,27422,S,,Algebraic,N
27423,COSTOS DE FINANCIACION       ,COSTOS DE FINANCIACION       ,ASSET,DEBIT,N,Y,,2742,C,,Algebraic,N
27423001,COSTOS DE FINANCIACION       ,COSTOS DE FINANCIACION       ,ASSET,DEBIT,N,N,,27423,S,,Algebraic,N
275,DEPRECIACON ACUMULADA  INVERSION INMOBILIARIA     ,DEPRECIACON ACUMULADA  INVERSION INMOBILIARIA     ,ASSET,DEBIT,N,Y,,27,C,,Algebraic,N
2752,EDIFICACIONES         ,EDIFICACIONES         ,ASSET,DEBIT,N,Y,,275,C,,Algebraic,N
27521,VALOR RAZONABLE        ,VALOR RAZONABLE        ,ASSET,DEBIT,N,Y,,2752,C,,Algebraic,N
27521001,VALOR RAZONABLE        ,VALOR RAZONABLE        ,ASSET,DEBIT,N,N,,27521,S,,Algebraic,N
27522,COSTO         ,COSTO         ,ASSET,DEBIT,N,Y,,2752,C,,Algebraic,N
27522001,COSTO         ,COSTO         ,ASSET,DEBIT,N,N,,27522,S,,Algebraic,N
27523,REVALUACION,REVALUACION,ASSET,DEBIT,N,Y,,2752,C,,Algebraic,N
27523001,REVALUACION,REVALUACION,ASSET,DEBIT,N,N,,27523,S,,Algebraic,N
276,"DEPRECIACION ACUMULADA  INMUEBLES, MAQUINARIA Y EQUIPO   ","DEPRECIACION ACUMULADA  INMUEBLES, MAQUINARIA Y EQUIPO   ",ASSET,DEBIT,N,Y,,27,C,,Algebraic,N
2762,EDIFICACIONES         ,EDIFICACIONES         ,ASSET,DEBIT,N,Y,,276,C,,Algebraic,N
27621,COSTO DE ADQUISICION O CONSTRUCCION     ,COSTO DE ADQUISICION O CONSTRUCCION     ,ASSET,DEBIT,N,Y,,2762,C,,Algebraic,N
27621001,COSTO DE ADQUISICION O CONSTRUCCION     ,COSTO DE ADQUISICION O CONSTRUCCION     ,ASSET,DEBIT,N,N,,27621,S,,Algebraic,N
27622,REVALUACION,REVALUACION,ASSET,DEBIT,N,Y,,2762,C,,Algebraic,N
27622001,REVALUACION,REVALUACION,ASSET,DEBIT,N,N,,27622,S,,Algebraic,N
27623,COSTO DE FINANCIACION       ,COSTO DE FINANCIACION       ,ASSET,DEBIT,N,Y,,2762,C,,Algebraic,N
27623001,COSTO DE FINANCIACION       ,COSTO DE FINANCIACION       ,ASSET,DEBIT,N,N,,27623,S,,Algebraic,N
2763,MAQUINARIAS Y EQUIPOS DE EXPLOTACION     ,MAQUINARIAS Y EQUIPOS DE EXPLOTACION     ,ASSET,DEBIT,N,Y,,276,C,,Algebraic,N
27631,COSTO DE ADQUISICION O CONSTRUCCION     ,COSTO DE ADQUISICION O CONSTRUCCION     ,ASSET,DEBIT,N,Y,,2763,C,,Algebraic,N
27631001,COSTO DE ADQUISICION O CONSTRUCCION     ,COSTO DE ADQUISICION O CONSTRUCCION     ,ASSET,DEBIT,N,N,,27631,S,,Algebraic,N
27632,REVALUACION,REVALUACION,ASSET,DEBIT,N,Y,,2763,C,,Algebraic,N
27632001,REVALUACION,REVALUACION,ASSET,DEBIT,N,N,,27632,S,,Algebraic,N
27633,COSTO DE FINANCIACION       ,COSTO DE FINANCIACION       ,ASSET,DEBIT,N,Y,,2763,C,,Algebraic,N
27633001,COSTO DE FINANCIACION       ,COSTO DE FINANCIACION       ,ASSET,DEBIT,N,N,,27633,S,,Algebraic,N
2764,EQUIPO DE TRANSPORTE       ,EQUIPO DE TRANSPORTE       ,ASSET,DEBIT,N,Y,,276,C,,Algebraic,N
27641,COSTO         ,COSTO         ,ASSET,DEBIT,N,Y,,2764,C,,Algebraic,N
27641001,COSTO         ,COSTO         ,ASSET,DEBIT,N,N,,27641,S,,Algebraic,N
27642,REVALUACION,REVALUACION,ASSET,DEBIT,N,Y,,2764,C,,Algebraic,N
27642001,REVALUACION,REVALUACION,ASSET,DEBIT,N,N,,27642,S,,Algebraic,N
2765,MUEBLES Y ENSERES       ,MUEBLES Y ENSERES       ,ASSET,DEBIT,N,Y,,276,C,,Algebraic,N
27651,COSTO         ,COSTO         ,ASSET,DEBIT,N,Y,,2765,C,,Algebraic,N
27651001,COSTO         ,COSTO         ,ASSET,DEBIT,N,N,,27651,S,,Algebraic,N
27652,REVALUACION,REVALUACION,ASSET,DEBIT,N,Y,,2765,C,,Algebraic,N
27652001,REVALUACION,REVALUACION,ASSET,DEBIT,N,N,,27652,S,,Algebraic,N
2766,EQUIPOS DIVERSOS        ,EQUIPOS DIVERSOS        ,ASSET,DEBIT,N,Y,,276,C,,Algebraic,N
27661,COSTO         ,COSTO         ,ASSET,DEBIT,N,Y,,2766,C,,Algebraic,N
27661001,COSTO         ,COSTO         ,ASSET,DEBIT,N,N,,27661,S,,Algebraic,N
27662,REVALUACION,REVALUACION,ASSET,DEBIT,N,Y,,2766,C,,Algebraic,N
27662001,REVALUACION,REVALUACION,ASSET,DEBIT,N,N,,27662,S,,Algebraic,N
2767,HERRAMIENTAS Y UNIDADES DE REEMPLAZO     ,HERRAMIENTAS Y UNIDADES DE REEMPLAZO     ,ASSET,DEBIT,N,Y,,276,C,,Algebraic,N
27671,COSTO         ,COSTO         ,ASSET,DEBIT,N,Y,,2767,C,,Algebraic,N
27671001,COSTO         ,COSTO         ,ASSET,DEBIT,N,N,,27671,S,,Algebraic,N
27672,REVALUACION,REVALUACION,ASSET,DEBIT,N,Y,,2767,C,,Algebraic,N
27672001,REVALUACION,REVALUACION,ASSET,DEBIT,N,N,,27672,S,,Algebraic,N
277,AMORTIZACION ACUMULADA  INTANGIBLES      ,AMORTIZACION ACUMULADA  INTANGIBLES      ,ASSET,DEBIT,N,Y,,27,C,,Algebraic,N
2771,"CONCESIONES, LICENCIAS Y DERECHOS      ","CONCESIONES, LICENCIAS Y DERECHOS      ",ASSET,DEBIT,N,Y,,277,C,,Algebraic,N
27711,COSTO         ,COSTO         ,ASSET,DEBIT,N,Y,,2771,C,,Algebraic,N
27711001,COSTO         ,COSTO         ,ASSET,DEBIT,N,N,,27711,S,,Algebraic,N
27712,REVALUACION,REVALUACION,ASSET,DEBIT,N,Y,,2771,C,,Algebraic,N
27712001,REVALUACION,REVALUACION,ASSET,DEBIT,N,N,,27712,S,,Algebraic,N
2772,PATENTES Y PROPIEDAD INDUSTRIAL      ,PATENTES Y PROPIEDAD INDUSTRIAL      ,ASSET,DEBIT,N,Y,,277,C,,Algebraic,N
27721,COSTO         ,COSTO         ,ASSET,DEBIT,N,Y,,2772,C,,Algebraic,N
27721001,COSTO         ,COSTO         ,ASSET,DEBIT,N,N,,27721,S,,Algebraic,N
27722,REVALUACION,REVALUACION,ASSET,DEBIT,N,Y,,2772,C,,Algebraic,N
27722001,REVALUACION,REVALUACION,ASSET,DEBIT,N,N,,27722,S,,Algebraic,N
2773,PROGRAMAS DE COMPUTADORA (SOFTWARE)      ,PROGRAMAS DE COMPUTADORA (SOFTWARE)      ,ASSET,DEBIT,N,Y,,277,C,,Algebraic,N
27731,COSTO         ,COSTO         ,ASSET,DEBIT,N,Y,,2773,C,,Algebraic,N
27731001,COSTO         ,COSTO         ,ASSET,DEBIT,N,N,,27731,S,,Algebraic,N
27732,REVALUACION,REVALUACION,ASSET,DEBIT,N,Y,,2773,C,,Algebraic,N
27732001,REVALUACION,REVALUACION,ASSET,DEBIT,N,N,,27732,S,,Algebraic,N
2774,COSTOS DE EXPLORACION Y DESARROLLO     ,COSTOS DE EXPLORACION Y DESARROLLO     ,ASSET,DEBIT,N,Y,,277,C,,Algebraic,N
27741,COSTO         ,COSTO         ,ASSET,DEBIT,N,Y,,2774,C,,Algebraic,N
27741001,COSTO         ,COSTO         ,ASSET,DEBIT,N,N,,27741,S,,Algebraic,N
27742,REVALUACION,REVALUACION,ASSET,DEBIT,N,Y,,2774,C,,Algebraic,N
27742001,REVALUACION,REVALUACION,ASSET,DEBIT,N,N,,27742,S,,Algebraic,N
2775,"FORMULAS, DISENIOS Y PROTOTIPOS      ","FORMULAS, DISENIOS Y PROTOTIPOS      ",ASSET,DEBIT,N,Y,,277,C,,Algebraic,N
27751,COSTO         ,COSTO         ,ASSET,DEBIT,N,Y,,2775,C,,Algebraic,N
27751001,COSTO         ,COSTO         ,ASSET,DEBIT,N,N,,27751,S,,Algebraic,N
27752,REVALUACION,REVALUACION,ASSET,DEBIT,N,Y,,2775,C,,Algebraic,N
27752001,REVALUACION,REVALUACION,ASSET,DEBIT,N,N,,27752,S,,Algebraic,N
2776,RESERVAS DE RECURSOS EXTRAIBLES      ,RESERVAS DE RECURSOS EXTRAIBLES      ,ASSET,DEBIT,N,Y,,277,C,,Algebraic,N
27761,COSTO         ,COSTO         ,ASSET,DEBIT,N,Y,,2776,C,,Algebraic,N
27761001,COSTO         ,COSTO         ,ASSET,DEBIT,N,N,,27761,S,,Algebraic,N
27762,REVALUACION,REVALUACION,ASSET,DEBIT,N,Y,,2776,C,,Algebraic,N
27762001,REVALUACION,REVALUACION,ASSET,DEBIT,N,N,,27762,S,,Algebraic,N
2779,OTROS ACTIVOS INTANGIBLES       ,OTROS ACTIVOS INTANGIBLES       ,ASSET,DEBIT,N,Y,,277,C,,Algebraic,N
27791,COSTO         ,COSTO         ,ASSET,DEBIT,N,Y,,2779,C,,Algebraic,N
27791001,COSTO         ,COSTO         ,ASSET,DEBIT,N,N,,27791,S,,Algebraic,N
27792,REVALUACION,REVALUACION,ASSET,DEBIT,N,Y,,2779,C,,Algebraic,N
27792001,REVALUACION,REVALUACION,ASSET,DEBIT,N,N,,27792,S,,Algebraic,N
278,DEPRECIACION ACUMULADA  ACTIVOS BIOLOGICOS     ,DEPRECIACION ACUMULADA  ACTIVOS BIOLOGICOS     ,ASSET,DEBIT,N,Y,,27,C,,Algebraic,N
2781,ACTIVOS BIOLOGICOS EN PRODUCCION      ,ACTIVOS BIOLOGICOS EN PRODUCCION      ,ASSET,DEBIT,N,Y,,278,C,,Algebraic,N
27812,COSTO         ,COSTO         ,ASSET,DEBIT,N,Y,,2781,C,,Algebraic,N
27812001,COSTO         ,COSTO         ,ASSET,DEBIT,N,N,,27812,S,,Algebraic,N
2782,ACTIVOS BIOLOGICOS EN DESARROLLO      ,ACTIVOS BIOLOGICOS EN DESARROLLO      ,ASSET,DEBIT,N,Y,,278,C,,Algebraic,N
27822,COSTO         ,COSTO         ,ASSET,DEBIT,N,Y,,2782,C,,Algebraic,N
27822001,COSTO         ,COSTO         ,ASSET,DEBIT,N,N,,27822,S,,Algebraic,N
279,DESVALORIZACION ACUMULADA        ,DESVALORIZACION ACUMULADA        ,ASSET,DEBIT,N,Y,,27,C,,Algebraic,N
2791,INVERSION INMOBILIARIA        ,INVERSION INMOBILIARIA        ,ASSET,DEBIT,N,Y,,279,C,,Algebraic,N
27911,TERRENOS         ,TERRENOS         ,ASSET,DEBIT,N,Y,,2791,C,,Algebraic,N
27911001,TERRENOS         ,TERRENOS         ,ASSET,DEBIT,N,N,,27911,S,,Algebraic,N
27912,EDIFICACIONES         ,EDIFICACIONES         ,ASSET,DEBIT,N,Y,,2791,C,,Algebraic,N
27912001,EDIFICACIONES         ,EDIFICACIONES         ,ASSET,DEBIT,N,N,,27912,S,,Algebraic,N
2793,"INMUEBLES, MAQUINARIA Y EQUIPO      ","INMUEBLES, MAQUINARIA Y EQUIPO      ",ASSET,DEBIT,N,Y,,279,C,,Algebraic,N
27931,TERRENOS         ,TERRENOS         ,ASSET,DEBIT,N,Y,,2793,C,,Algebraic,N
27931001,TERRENOS         ,TERRENOS         ,ASSET,DEBIT,N,N,,27931,S,,Algebraic,N
27932,EDIFICACIONES         ,EDIFICACIONES         ,ASSET,DEBIT,N,Y,,2793,C,,Algebraic,N
27932001,EDIFICACIONES         ,EDIFICACIONES         ,ASSET,DEBIT,N,N,,27932,S,,Algebraic,N
27933,MAQUINARIAS Y EQUIPOS DE EXPLOTACION     ,MAQUINARIAS Y EQUIPOS DE EXPLOTACION     ,ASSET,DEBIT,N,Y,,2793,C,,Algebraic,N
27933001,MAQUINARIAS Y EQUIPOS DE EXPLOTACION     ,MAQUINARIAS Y EQUIPOS DE EXPLOTACION     ,ASSET,DEBIT,N,N,,27933,S,,Algebraic,N
27934,EQUIPO DE TRANSPORTE       ,EQUIPO DE TRANSPORTE       ,ASSET,DEBIT,N,Y,,2793,C,,Algebraic,N
27934001,EQUIPO DE TRANSPORTE       ,EQUIPO DE TRANSPORTE       ,ASSET,DEBIT,N,N,,27934,S,,Algebraic,N
27935,MUEBLES Y ENSERES       ,MUEBLES Y ENSERES       ,ASSET,DEBIT,N,Y,,2793,C,,Algebraic,N
27935001,MUEBLES Y ENSERES       ,MUEBLES Y ENSERES       ,ASSET,DEBIT,N,N,,27935,S,,Algebraic,N
27936,EQUIPOS DIVERSOS        ,EQUIPOS DIVERSOS        ,ASSET,DEBIT,N,Y,,2793,C,,Algebraic,N
27936001,EQUIPOS DIVERSOS        ,EQUIPOS DIVERSOS        ,ASSET,DEBIT,N,N,,27936,S,,Algebraic,N
27937,HERRAMIENTAS Y UNIDADES DE REEMPLAZO     ,HERRAMIENTAS Y UNIDADES DE REEMPLAZO     ,ASSET,DEBIT,N,Y,,2793,C,,Algebraic,N
27937001,HERRAMIENTAS Y UNIDADES DE REEMPLAZO     ,HERRAMIENTAS Y UNIDADES DE REEMPLAZO     ,ASSET,DEBIT,N,N,,27937,S,,Algebraic,N
2794,INTANGIBLES         ,INTANGIBLES         ,ASSET,DEBIT,N,Y,,279,C,,Algebraic,N
27941,"CONCESIONES, LICENCIAS Y OTROS DERECHOS     ","CONCESIONES, LICENCIAS Y OTROS DERECHOS     ",ASSET,DEBIT,N,Y,,2794,C,,Algebraic,N
27941001,"CONCESIONES, LICENCIAS Y OTROS DERECHOS     ","CONCESIONES, LICENCIAS Y OTROS DERECHOS     ",ASSET,DEBIT,N,N,,27941,S,,Algebraic,N
27942,PATENTES Y PROPIEDAD INDUSTRIAL      ,PATENTES Y PROPIEDAD INDUSTRIAL      ,ASSET,DEBIT,N,Y,,2794,C,,Algebraic,N
27942001,PATENTES Y PROPIEDAD INDUSTRIAL      ,PATENTES Y PROPIEDAD INDUSTRIAL      ,ASSET,DEBIT,N,N,,27942,S,,Algebraic,N
27943,PROGRAMAS DE COMPUTADORA (SOFTWARE)      ,PROGRAMAS DE COMPUTADORA (SOFTWARE)      ,ASSET,DEBIT,N,Y,,2794,C,,Algebraic,N
27943001,PROGRAMAS DE COMPUTADORA (SOFTWARE)      ,PROGRAMAS DE COMPUTADORA (SOFTWARE)      ,ASSET,DEBIT,N,N,,27943,S,,Algebraic,N
27944,COSTOS DE EXPLORACION Y DESARROLLO     ,COSTOS DE EXPLORACION Y DESARROLLO     ,ASSET,DEBIT,N,Y,,2794,C,,Algebraic,N
27944001,COSTOS DE EXPLORACION Y DESARROLLO     ,COSTOS DE EXPLORACION Y DESARROLLO     ,ASSET,DEBIT,N,N,,27944,S,,Algebraic,N
27945,"FORMULAS, DISENIOS Y PROTOTIPOS      ","FORMULAS, DISENIOS Y PROTOTIPOS      ",ASSET,DEBIT,N,Y,,2794,C,,Algebraic,N
27945001,"FORMULAS, DISENIOS Y PROTOTIPOS      ","FORMULAS, DISENIOS Y PROTOTIPOS      ",ASSET,DEBIT,N,N,,27945,S,,Algebraic,N
27946,RESERVAS DE RECURSOS EXTRAIBLES      ,RESERVAS DE RECURSOS EXTRAIBLES      ,ASSET,DEBIT,N,Y,,2794,C,,Algebraic,N
27946001,RESERVAS DE RECURSOS EXTRAIBLES      ,RESERVAS DE RECURSOS EXTRAIBLES      ,ASSET,DEBIT,N,N,,27946,S,,Algebraic,N
2795,ACTIVOS BIOLOGICOS        ,ACTIVOS BIOLOGICOS        ,ASSET,DEBIT,N,Y,,279,C,,Algebraic,N
27951,ACTIVOS BIOLOGICOS EN PRODUCCION      ,ACTIVOS BIOLOGICOS EN PRODUCCION      ,ASSET,DEBIT,N,Y,,2795,C,,Algebraic,N
27951011,ACTIVOS BIOLOGICOS EN PRODUCCION      ,ACTIVOS BIOLOGICOS EN PRODUCCION      ,ASSET,DEBIT,N,N,,27951,S,,Algebraic,N
27952,ACTIVOS BIOLOGICOS EN DESARROLLO      ,ACTIVOS BIOLOGICOS EN DESARROLLO      ,ASSET,DEBIT,N,Y,,2795,C,,Algebraic,N
27952001,ACTIVOS BIOLOGICOS EN DESARROLLO      ,ACTIVOS BIOLOGICOS EN DESARROLLO      ,ASSET,DEBIT,N,N,,27952,S,,Algebraic,N
28,EXISTENCIAS POR RECIBIR ,EXISTENCIAS POR RECIBIR ,ASSET,DEBIT,N,Y,,2,C,,Algebraic,N
281,MERCADERIAS         ,MERCADERIAS         ,ASSET,DEBIT,N,Y,,28,C,,Algebraic,N
28100001,MERCADERIAS         ,MERCADERIAS         ,ASSET,DEBIT,N,N,,281,S,,Algebraic,N
284,MATERIAS PRIMAS        ,MATERIAS PRIMAS        ,ASSET,DEBIT,N,Y,,28,C,,Algebraic,N
28400001,MATERIAS PRIMAS        ,MATERIAS PRIMAS        ,ASSET,DEBIT,N,N,,284,S,,Algebraic,N
285,"MATERIALES AUXILIARES, SUMINISTROS Y REPUESTOS     ","MATERIALES AUXILIARES, SUMINISTROS Y REPUESTOS     ",ASSET,DEBIT,N,Y,,28,C,,Algebraic,N
28500001,"MATERIALES AUXILIARES, SUMINISTROS Y REPUESTOS     ","MATERIALES AUXILIARES, SUMINISTROS Y REPUESTOS     ",ASSET,DEBIT,N,N,,285,S,,Algebraic,N
286,ENVASES Y EMBALAJES       ,ENVASES Y EMBALAJES       ,ASSET,DEBIT,N,Y,,28,C,,Algebraic,N
28600001,ENVASES Y EMBALAJES       ,ENVASES Y EMBALAJES       ,ASSET,DEBIT,N,N,,286,S,,Algebraic,N
29,DESVALORIZACION DE EXISTENCIAS,DESVALORIZACION DE EXISTENCIAS,ASSET,DEBIT,N,Y,,2,C,,Algebraic,N
291,MERCADERIAS         ,MERCADERIAS         ,ASSET,DEBIT,N,Y,,29,C,,Algebraic,N
2911,MERCADERIAS MANUFACTURADAS        ,MERCADERIAS MANUFACTURADAS        ,ASSET,DEBIT,N,Y,,291,C,,Algebraic,N
29110001,MERCADERIAS MANUFACTURADAS        ,MERCADERIAS MANUFACTURADAS        ,ASSET,DEBIT,N,N,,2911,S,,Algebraic,N
2912,MERCADERIAS DE EXTRACCION          ,MERCADERIAS DE EXTRACCION          ,ASSET,DEBIT,N,Y,,291,C,,Algebraic,N
29120001,MERCADERIAS DE EXTRACCION          ,MERCADERIAS DE EXTRACCION          ,ASSET,DEBIT,N,N,,2912,S,,Algebraic,N
2913,MERCADERIAS AGROPECUARIAS Y PISCICOLAS      ,MERCADERIAS AGROPECUARIAS Y PISCICOLAS      ,ASSET,DEBIT,N,Y,,291,C,,Algebraic,N
29130001,MERCADERIAS AGROPECUARIAS Y PISCICOLAS      ,MERCADERIAS AGROPECUARIAS Y PISCICOLAS      ,ASSET,DEBIT,N,N,,2913,S,,Algebraic,N
2914,MERCADERIAS INMUEBLES        ,MERCADERIAS INMUEBLES        ,ASSET,DEBIT,N,Y,,291,C,,Algebraic,N
29140001,MERCADERIAS INMUEBLES        ,MERCADERIAS INMUEBLES        ,ASSET,DEBIT,N,N,,2914,S,,Algebraic,N
2918,OTRAS MERCADERIAS        ,OTRAS MERCADERIAS        ,ASSET,DEBIT,N,Y,,291,C,,Algebraic,N
29180001,OTRAS MERCADERIAS        ,OTRAS MERCADERIAS        ,ASSET,DEBIT,N,N,,2918,S,,Algebraic,N
292,PRODUCTOS TERMINADOS        ,PRODUCTOS TERMINADOS        ,ASSET,DEBIT,N,Y,,29,C,,Algebraic,N
2921,PRODUCTOS MANUFACTURADOS        ,PRODUCTOS MANUFACTURADOS        ,ASSET,DEBIT,N,Y,,292,C,,Algebraic,N
29210001,PRODUCTOS MANUFACTURADOS        ,PRODUCTOS MANUFACTURADOS        ,ASSET,DEBIT,N,N,,2921,S,,Algebraic,N
2922,PRODUCTOS DE EXTRACCION    TERMINADOS      ,PRODUCTOS DE EXTRACCION    TERMINADOS      ,ASSET,DEBIT,N,Y,,292,C,,Algebraic,N
29220001,PRODUCTOS DE EXTRACCION    TERMINADOS      ,PRODUCTOS DE EXTRACCION    TERMINADOS      ,ASSET,DEBIT,N,N,,2922,S,,Algebraic,N
2923,PRODUCTOS AGROPECUARIOS Y PISCICOLAS TERMINADOS     ,PRODUCTOS AGROPECUARIOS Y PISCICOLAS TERMINADOS     ,ASSET,DEBIT,N,Y,,292,C,,Algebraic,N
29230001,PRODUCTOS AGROPECUARIOS Y PISCICOLAS TERMINADOS     ,PRODUCTOS AGROPECUARIOS Y PISCICOLAS TERMINADOS     ,ASSET,DEBIT,N,N,,2923,S,,Algebraic,N
2924,PRODUCTOS INMUEBLES        ,PRODUCTOS INMUEBLES        ,ASSET,DEBIT,N,Y,,292,C,,Algebraic,N
29240001,PRODUCTOS INMUEBLES        ,PRODUCTOS INMUEBLES        ,ASSET,DEBIT,N,N,,2924,S,,Algebraic,N
2925,EXISTENCIAS DE SERVICIOS TERMINADOS      ,EXISTENCIAS DE SERVICIOS TERMINADOS      ,ASSET,DEBIT,N,Y,,292,C,,Algebraic,N
29250001,EXISTENCIAS DE SERVICIOS TERMINADOS      ,EXISTENCIAS DE SERVICIOS TERMINADOS      ,ASSET,DEBIT,N,N,,2925,S,,Algebraic,N
2927,OTROS PRODUCTOS TERMINADOS       ,OTROS PRODUCTOS TERMINADOS       ,ASSET,DEBIT,N,Y,,292,C,,Algebraic,N
29270001,OTROS PRODUCTOS TERMINADOS       ,OTROS PRODUCTOS TERMINADOS       ,ASSET,DEBIT,N,N,,2927,S,,Algebraic,N
2928,COSTOS DE FINANCIACION  PRODUCTOS TERMINADOS    ,COSTOS DE FINANCIACION  PRODUCTOS TERMINADOS    ,ASSET,DEBIT,N,Y,,292,C,,Algebraic,N
29280001,COSTOS DE FINANCIACION  PRODUCTOS TERMINADOS    ,COSTOS DE FINANCIACION  PRODUCTOS TERMINADOS    ,ASSET,DEBIT,N,N,,2928,S,,Algebraic,N
293,"SUBPRODUCTOS, DESECHOS Y DESPERDICIOS      ","SUBPRODUCTOS, DESECHOS Y DESPERDICIOS      ",ASSET,DEBIT,N,Y,,29,C,,Algebraic,N
2931,SUBPRODUCTOS         ,SUBPRODUCTOS         ,ASSET,DEBIT,N,Y,,293,C,,Algebraic,N
29310001,SUBPRODUCTOS         ,SUBPRODUCTOS         ,ASSET,DEBIT,N,N,,2931,S,,Algebraic,N
2932,DESECHOS Y DESPERDICIOS       ,DESECHOS Y DESPERDICIOS       ,ASSET,DEBIT,N,Y,,293,C,,Algebraic,N
29320001,DESECHOS Y DESPERDICIOS       ,DESECHOS Y DESPERDICIOS       ,ASSET,DEBIT,N,N,,2932,S,,Algebraic,N
294,PRODUCTOS EN PROCESO       ,PRODUCTOS EN PROCESO       ,ASSET,DEBIT,N,Y,,29,C,,Algebraic,N
2941,PRODUCTOS EN PROCESO DE MANUFACTURA     ,PRODUCTOS EN PROCESO DE MANUFACTURA     ,ASSET,DEBIT,N,Y,,294,C,,Algebraic,N
29410001,PRODUCTOS EN PROCESO DE MANUFACTURA     ,PRODUCTOS EN PROCESO DE MANUFACTURA     ,ASSET,DEBIT,N,N,,2941,S,,Algebraic,N
2942,PRODUCTOS EXTRAIDOS EN PROCESO DE TRANSFORMACION,PRODUCTOS EXTRAIDOS EN PROCESO DE TRANSFORMACION,ASSET,DEBIT,N,Y,,294,C,,Algebraic,N
29420001,PRODUCTOS EXTRAIDOS EN PROCESO DE TRANSFORMACION,PRODUCTOS EXTRAIDOS EN PROCESO DE TRANSFORMACION,ASSET,DEBIT,N,N,,2942,S,,Algebraic,N
